Antibody_Name,Format_Folder,Source_File,Sequence_Length_Total_AA,pI,MW,Polar_Pct,GRAVY_Score,Avg_KD_Hydrophobicity,Max_KD_Hydrophobicity,AA_A_Pct,AA_C_Pct,AA_D_Pct,AA_E_Pct,AA_F_Pct,AA_G_Pct,AA_H_Pct,AA_I_Pct,AA_K_Pct,AA_L_Pct,AA_M_Pct,AA_N_Pct,AA_P_Pct,AA_Q_Pct,AA_R_Pct,AA_S_Pct,AA_T_Pct,AA_V_Pct,AA_W_Pct,AA_Y_Pct
ligelizumab,Whole_mAb,ligelizumab.py,460,5.638,50919.938,0.557,-0.313,-0.311,1.678,652.174,173.913,260.870,565.217,478.261,869.565,130.435,391.304,347.826,521.739,173.913,173.913,391.304,565.217,347.826,1434.783,956.522,608.696,347.826,608.696
ligufalimab,Whole_mAb,ligufalimab.py,448,8.732,49198.664,0.540,-0.306,-0.304,1.467,669.643,178.571,357.143,357.143,357.143,937.500,133.929,312.500,401.786,580.357,267.857,223.214,446.429,580.357,446.429,1205.357,937.500,758.929,267.857,580.357
lirentelimab,Whole_mAb,lirentelimab.py,452,7.088,48753.898,0.527,-0.177,-0.175,1.678,707.965,176.991,265.487,398.230,353.982,1017.699,88.496,353.982,265.487,840.708,176.991,265.487,486.726,486.726,398.230,1504.425,796.460,575.221,221.239,619.469
litifilimab,Whole_mAb,litifilimab.py,466,4.994,50909.762,0.554,-0.356,-0.354,1.856,686.695,171.674,600.858,300.429,386.266,987.124,0.000,343.348,386.266,686.695,128.755,257.511,429.185,600.858,386.266,1287.554,815.451,600.858,214.592,729.614
lokivetmab,Whole_mAb,lokivetmab.py,458,6.963,50423.988,0.541,-0.314,-0.312,1.678,567.686,174.672,349.345,480.349,349.345,1048.035,43.668,349.345,436.681,742.358,262.009,262.009,393.013,611.354,393.013,1222.707,742.358,655.022,218.341,698.690
loncastuximab,Whole_mAb,loncastuximab.py,448,8.006,48955.812,0.576,-0.488,-0.486,1.678,669.643,178.571,357.143,401.786,178.571,937.500,133.929,312.500,491.071,401.786,312.500,267.857,491.071,535.714,312.500,1428.571,892.857,669.643,267.857,758.929
lusvertikimab,Whole_mAb,lusvertikimab.py,458,8.423,50293.801,0.541,-0.260,-0.258,1.378,655.022,174.672,480.349,262.009,305.677,1004.367,87.336,393.013,393.013,917.031,131.004,218.341,436.681,567.686,436.681,1222.707,742.358,567.686,174.672,829.694
magrolimab,Whole_mAb,magrolimab.py,458,8.681,50359.789,0.559,-0.396,-0.394,1.678,524.017,174.672,436.681,349.345,305.677,960.699,87.336,349.345,480.349,567.686,218.341,305.677,480.349,611.354,436.681,1222.707,786.026,829.694,174.672,698.690
manfidokimab,Whole_mAb,manfidokimab.py,446,8.896,48475.476,0.570,-0.358,-0.356,1.111,627.803,179.372,358.744,313.901,224.215,941.704,89.686,358.744,448.430,493.274,134.529,224.215,403.587,717.489,403.587,1255.605,1076.233,896.861,224.215,627.803
margetuximab,Whole_mAb,margetuximab.py,454,8.433,50407.574,0.577,-0.458,-0.459,1.467,616.740,176.211,572.687,264.317,396.476,837.004,176.211,440.529,528.634,440.529,132.159,176.211,440.529,704.846,396.476,1057.269,1057.269,704.846,220.264,660.793
marstacimab,Whole_mAb,marstacimab.py,464,5.806,48186.861,0.509,-0.111,-0.113,1.811,775.862,172.414,387.931,258.621,258.621,1336.207,43.103,344.828,258.621,862.069,129.310,258.621,387.931,517.241,344.828,1637.931,689.655,646.552,172.414,517.241
masavibart,Whole_mAb,masavibart.py,460,8.438,49394.194,0.557,-0.262,-0.264,1.440,565.217,173.913,434.783,217.391,217.391,1130.435,43.478,304.348,391.304,739.130,130.435,391.304,304.348,521.739,347.826,1565.217,739.130,826.087,217.391,739.130
mazorelvimab,Whole_mAb,mazorelvimab.py,464,8.055,50622.508,0.513,-0.143,-0.141,1.800,474.138,172.414,431.034,344.828,474.138,1077.586,0.000,344.828,344.828,862.069,258.621,301.724,474.138,431.034,474.138,1336.207,689.655,732.759,172.414,603.448
mepolizumab,Whole_mAb,mepolizumab.py,464,8.502,50346.100,0.539,-0.256,-0.258,1.467,474.138,172.414,474.138,258.621,258.621,862.069,86.207,301.724,387.931,991.379,172.414,344.828,603.448,517.241,431.034,1293.103,991.379,732.759,215.517,431.034
mevonlerbart,Whole_mAb,mevonlerbart.py,444,8.713,48239.369,0.545,-0.266,-0.263,1.211,720.721,180.180,405.405,360.360,360.360,990.991,0.000,360.360,450.450,810.811,135.135,225.225,360.360,540.541,450.450,1486.486,720.721,585.586,225.225,630.631
mibavademab,Whole_mAb,mibavademab.py,454,8.908,50207.584,0.564,-0.254,-0.252,1.844,572.687,176.211,484.581,176.211,352.423,792.952,0.000,396.476,308.370,881.057,132.159,176.211,396.476,660.793,528.634,1585.903,837.004,572.687,264.317,704.846
mirikizumab,Whole_mAb,mirikizumab.py,444,8.995,48878.425,0.563,-0.388,-0.386,1.611,540.541,180.180,405.405,360.360,360.360,945.946,90.090,360.360,675.676,585.586,225.225,225.225,405.405,540.541,315.315,1171.171,1081.081,675.676,270.270,585.586
miromavimab,Whole_mAb,miromavimab.py,456,8.034,49684.352,0.579,-0.432,-0.432,1.467,657.895,175.439,482.456,263.158,350.877,921.053,263.158,219.298,526.316,482.456,131.579,131.579,394.737,657.895,263.158,1403.509,1008.772,789.474,263.158,614.035
mirvetuximab,Whole_mAb,mirvetuximab.py,458,7.181,50273.769,0.550,-0.316,-0.314,1.678,698.690,174.672,436.681,393.013,393.013,873.362,174.672,393.013,524.017,698.690,174.672,174.672,436.681,698.690,305.677,1179.039,829.694,655.022,174.672,611.354
modotuximab,Whole_mAb,modotuximab.py,462,6.364,50914.234,0.567,-0.368,-0.369,1.467,519.481,173.160,346.320,476.190,303.030,909.091,129.870,346.320,476.190,779.221,216.450,346.320,389.610,606.061,303.030,1428.571,692.641,649.351,216.450,692.641
mogamulizumab,Whole_mAb,mogamulizumab.py,462,8.072,50752.373,0.524,-0.231,-0.229,1.689,432.900,173.160,432.900,389.610,432.900,1038.961,86.580,389.610,346.320,865.801,129.870,346.320,476.190,476.190,519.481,1341.991,562.771,779.221,216.450,562.771
monalizumab,Whole_mAb,monalizumab.py,464,8.012,51330.679,0.565,-0.418,-0.415,1.040,646.552,172.414,517.241,344.828,344.828,948.276,129.310,301.724,474.138,560.345,215.517,129.310,387.931,603.448,431.034,1077.586,1077.586,689.655,258.621,689.655
motavizumab,Whole_mAb,motavizumab.py,452,8.711,49625.483,0.540,-0.266,-0.268,1.189,530.973,176.991,619.469,176.991,486.726,840.708,88.496,398.230,619.469,707.965,221.239,176.991,530.973,486.726,309.735,1150.442,1150.442,619.469,265.487,442.478
muromonab,Whole_mAb,muromonab.py,450,8.771,49750.710,0.609,-0.541,-0.543,1.633,711.111,222.222,355.556,311.111,222.222,800.000,133.333,311.111,533.333,533.333,311.111,266.667,355.556,666.667,311.111,1511.111,977.778,400.000,266.667,800.000
nadunolimab,Whole_mAb,nadunolimab.py,448,7.114,48783.885,0.554,-0.396,-0.393,1.133,580.357,178.571,401.786,357.143,178.571,1071.429,133.929,357.143,491.071,669.643,223.214,223.214,446.429,714.286,267.857,1250.000,848.214,669.643,267.857,669.643
narlumosbart,Whole_mAb,narlumosbart.py,460,8.978,49472.811,0.517,-0.264,-0.262,1.678,652.174,173.913,347.826,391.304,391.304,1217.391,0.000,347.826,304.348,826.087,130.435,130.435,478.261,565.217,608.696,1347.826,826.087,565.217,217.391,478.261
natalizumab,Whole_mAb,natalizumab.py,458,8.653,50852.399,0.568,-0.448,-0.446,1.300,698.690,174.672,524.017,305.677,218.341,873.362,87.336,524.017,524.017,524.017,218.341,218.341,436.681,698.690,436.681,1048.035,873.362,611.354,218.341,786.026
naxitamab,Whole_mAb,naxitamab.py,446,8.743,48687.950,0.534,-0.216,-0.213,1.856,627.803,179.372,269.058,358.744,358.744,1031.390,89.686,403.587,313.901,582.960,179.372,358.744,358.744,672.646,448.430,1255.605,762.332,896.861,224.215,627.803
necitumumab,Whole_mAb,necitumumab.py,456,8.026,49100.218,0.539,-0.200,-0.201,1.800,614.035,175.439,350.877,307.018,307.018,1008.772,43.860,438.596,350.877,745.614,87.719,175.439,526.316,570.175,350.877,1491.228,921.053,657.895,219.298,657.895
nemolizumab,Whole_mAb,nemolizumab.py,456,4.878,49672.439,0.561,-0.413,-0.411,1.133,657.895,175.439,570.175,394.737,307.018,964.912,87.719,394.737,438.596,570.175,175.439,219.298,482.456,745.614,263.158,1096.491,964.912,657.895,175.439,657.895
nepuvibart,Whole_mAb,nepuvibart.py,454,6.585,49542.818,0.546,-0.260,-0.258,1.544,616.740,176.211,528.634,264.317,352.423,1013.216,0.000,484.581,396.476,748.899,176.211,264.317,396.476,616.740,396.476,1233.480,881.057,572.687,176.211,704.846
netakimab,Whole_mAb,netakimab.py,466,8.480,50055.104,0.528,-0.264,-0.262,1.678,772.532,171.674,472.103,300.429,386.266,1158.798,0.000,386.266,257.511,729.614,85.837,85.837,472.103,643.777,600.858,1330.472,772.532,600.858,128.755,643.777
nimotuzumab,Whole_mAb,nimotuzumab.py,470,8.473,51888.789,0.579,-0.431,-0.434,0.822,382.979,170.213,425.532,297.872,595.745,978.723,85.106,468.085,425.532,468.085,85.106,340.426,382.979,723.404,382.979,1361.702,1063.830,595.745,255.319,510.638
nirsevimab,Whole_mAb,nirsevimab.py,466,4.594,50375.870,0.524,-0.170,-0.167,2.011,600.858,171.674,472.103,472.103,214.592,944.206,85.837,472.103,343.348,772.532,214.592,257.511,515.021,729.614,214.592,1072.961,858.369,858.369,171.674,557.940
nisevokitug,Whole_mAb,nisevokitug.py,458,5.487,49036.158,0.520,-0.193,-0.195,1.956,829.694,174.672,393.013,480.349,174.672,1004.367,43.668,524.017,349.345,480.349,87.336,174.672,436.681,655.022,436.681,1222.707,786.026,1004.367,262.009,480.349
nivolumab,Whole_mAb,nivolumab.py,440,8.766,48239.276,0.545,-0.360,-0.358,1.678,727.273,181.818,454.545,363.636,318.182,909.091,45.455,363.636,363.636,772.727,90.909,318.182,409.091,636.364,590.909,1272.727,727.273,681.818,272.727,500.000
nofazinlimab,Whole_mAb,nofazinlimab.py,454,8.438,49707.410,0.542,-0.215,-0.213,1.878,396.476,176.211,396.476,352.423,352.423,1101.322,44.053,396.476,440.529,748.899,220.264,132.159,396.476,616.740,396.476,1277.533,881.057,792.952,176.211,704.846
obexelimab,Whole_mAb,obexelimab.py,466,7.085,51549.298,0.554,-0.322,-0.320,1.678,429.185,171.674,300.429,515.021,343.348,1030.043,85.837,386.266,429.185,858.369,257.511,343.348,429.185,472.103,386.266,1244.635,815.451,557.940,171.674,772.532
obiltoxaximab,Whole_mAb,obiltoxaximab.py,452,8.908,49829.057,0.566,-0.474,-0.475,1.211,486.726,176.991,486.726,309.735,265.487,1017.699,0.000,442.478,442.478,707.965,176.991,265.487,398.230,796.460,530.973,1327.434,752.212,575.221,265.487,575.221
obinutuzumab,Whole_mAb,obinutuzumab.py,462,8.001,50628.506,0.524,-0.222,-0.220,1.678,476.190,173.160,432.900,389.610,303.030,1038.961,43.290,389.610,519.481,779.221,173.160,259.740,476.190,519.481,346.320,1212.121,692.641,865.801,259.740,649.351
ociperlimab,Whole_mAb,ociperlimab.py,452,8.041,49426.673,0.535,-0.272,-0.269,1.678,752.212,176.991,353.982,398.230,353.982,1061.947,44.248,309.735,353.982,707.965,176.991,176.991,398.230,619.469,442.478,1150.442,884.956,663.717,221.239,752.212
ocrelizumab,Whole_mAb,ocrelizumab.py,456,8.875,50061.362,0.544,-0.333,-0.331,1.289,570.175,175.439,350.877,263.158,394.737,964.912,87.719,307.018,438.596,614.035,175.439,350.877,526.316,614.035,350.877,1359.649,745.614,745.614,263.158,701.754
odesivimab,Whole_mAb,odesivimab.py,462,6.959,50471.729,0.537,-0.262,-0.260,1.678,649.351,173.160,346.320,432.900,346.320,1082.251,43.290,303.030,389.610,822.511,129.870,303.030,346.320,562.771,389.610,1255.411,779.221,692.641,259.740,692.641
ofatumumab,Whole_mAb,ofatumumab.py,458,8.489,50249.562,0.537,-0.312,-0.310,1.678,786.026,174.672,393.013,393.013,305.677,960.699,43.668,436.681,305.677,829.694,131.004,305.677,393.013,611.354,567.686,1266.376,698.690,524.017,262.009,611.354
olaratumab,Whole_mAb,olaratumab.py,468,8.462,51428.466,0.560,-0.329,-0.330,1.678,598.291,170.940,299.145,341.880,341.880,897.436,0.000,341.880,256.410,897.436,42.735,256.410,512.821,641.026,470.085,1581.197,854.701,470.085,299.145,726.496
oleclumab,Whole_mAb,oleclumab.py,454,8.518,48401.200,0.520,-0.279,-0.282,1.567,660.793,176.211,440.529,308.370,220.264,1277.533,44.053,264.317,264.317,1013.216,44.053,308.370,440.529,440.529,572.687,1409.692,704.846,616.740,264.317,528.634
olokizumab,Whole_mAb,olokizumab.py,454,5.442,50026.947,0.564,-0.407,-0.405,1.167,616.740,176.211,440.529,396.476,396.476,969.163,44.053,352.423,396.476,837.004,176.211,484.581,352.423,704.846,352.423,1233.480,704.846,484.581,176.211,704.846
omalizumab,Whole_mAb,omalizumab.py,464,5.786,50779.427,0.565,-0.393,-0.391,1.789,560.345,172.414,517.241,344.828,301.724,1034.483,172.414,431.034,344.828,646.552,86.207,258.621,387.931,603.448,387.931,1422.414,732.759,646.552,258.621,689.655
omectatug,Whole_mAb,omectatug.py,462,8.873,51082.369,0.584,-0.461,-0.456,1.467,606.061,173.160,346.320,432.900,216.450,865.801,43.290,346.320,432.900,692.641,173.160,389.610,346.320,649.351,519.481,1255.411,909.091,692.641,216.450,692.641
ongericimab,Whole_mAb,ongericimab.py,434,8.476,47658.876,0.558,-0.312,-0.313,1.300,460.829,184.332,552.995,184.332,276.498,875.576,184.332,691.244,506.912,645.161,92.166,230.415,460.829,737.327,322.581,1336.406,829.493,645.161,276.498,506.912
ontamalimab,Whole_mAb,ontamalimab.py,472,6.892,51607.123,0.555,-0.324,-0.322,1.467,466.102,169.492,466.102,296.610,211.864,1016.949,42.373,381.356,423.729,593.220,254.237,211.864,423.729,720.339,338.983,1271.186,932.203,847.458,254.237,677.966
ormutivimab,Whole_mAb,ormutivimab.py,478,6.884,51148.070,0.536,-0.322,-0.324,1.711,669.456,209.205,460.251,292.887,376.569,1213.389,41.841,334.728,376.569,543.933,125.523,292.887,460.251,585.774,376.569,1255.230,878.661,711.297,209.205,585.774
otilimab,Whole_mAb,otilimab.py,442,8.896,47362.435,0.507,-0.293,-0.295,1.440,814.480,180.995,361.991,361.991,316.742,1312.217,0.000,361.991,497.738,633.484,135.747,316.742,407.240,542.986,407.240,1085.973,723.982,678.733,271.493,588.235
pabinafusp,Whole_mAb,pabinafusp.py,460,8.424,50618.215,0.552,-0.357,-0.355,1.678,391.304,173.913,391.304,391.304,260.870,1000.000,130.435,391.304,608.696,652.174,173.913,217.391,478.261,608.696,260.870,1391.304,695.652,826.087,304.348,652.174
palivizumab,Whole_mAb,palivizumab.py,452,8.817,49543.588,0.544,-0.251,-0.253,1.100,486.726,221.239,575.221,176.991,398.230,840.708,44.248,398.230,663.717,796.460,221.239,176.991,530.973,486.726,265.487,1194.690,1194.690,575.221,309.735,442.478
pamrevlumab,Whole_mAb,pamrevlumab.py,454,8.422,48603.397,0.537,-0.319,-0.315,1.333,572.687,220.264,396.476,264.317,396.476,1321.586,88.106,352.423,352.423,704.846,176.211,176.211,396.476,660.793,396.476,1541.850,704.846,484.581,220.264,572.687
panitumumab,Whole_mAb,panitumumab.py,452,5.898,49078.170,0.558,-0.250,-0.250,1.211,442.478,176.991,530.973,265.487,353.982,929.204,132.743,619.469,442.478,752.212,88.496,265.487,442.478,619.469,265.487,1415.929,973.451,575.221,221.239,486.726
paridiprubart,Whole_mAb,paridiprubart.py,450,8.040,49344.611,0.564,-0.369,-0.370,1.678,488.889,177.778,488.889,311.111,355.556,844.444,266.667,533.333,577.778,711.111,44.444,133.333,577.778,622.222,266.667,1333.333,933.333,577.778,222.222,533.333
patritumab,Whole_mAb,patritumab.py,460,8.455,51176.339,0.570,-0.402,-0.403,1.433,521.739,173.913,347.826,391.304,260.870,826.087,43.478,391.304,391.304,826.087,43.478,347.826,434.783,652.174,434.783,1434.783,826.087,608.696,391.304,652.174
peluntamig,Whole_mAb,peluntamig.py,892,8.368,98853.181,0.558,-0.456,-0.454,1.678,605.381,179.372,426.009,426.009,336.323,941.704,156.951,358.744,426.009,739.910,112.108,201.794,493.274,672.646,493.274,1121.076,852.018,582.960,246.637,627.803
pembrolizumab,Whole_mAb,pembrolizumab.py,462,8.431,50906.393,0.554,-0.357,-0.355,2.011,562.771,173.160,389.610,432.900,432.900,995.671,86.580,216.450,476.190,779.221,173.160,259.740,432.900,519.481,432.900,1125.541,952.381,692.641,173.160,692.641
pemivibart,Whole_mAb,pemivibart.py,472,4.961,50134.602,0.534,-0.275,-0.277,1.611,677.966,169.492,550.847,296.610,296.610,1313.559,42.373,296.610,296.610,805.085,84.746,211.864,381.356,466.102,381.356,1440.678,805.085,593.220,211.864,677.966
penpulimab,Whole_mAb,penpulimab.py,450,8.470,49456.672,0.542,-0.351,-0.348,1.389,666.667,177.778,488.889,311.111,400.000,1022.222,0.000,266.667,355.556,844.444,222.222,311.111,400.000,577.778,533.333,1288.889,711.111,533.333,222.222,666.667
pertuzumab,Whole_mAb,pertuzumab.py,452,8.444,49696.952,0.544,-0.297,-0.295,1.167,575.221,176.991,486.726,265.487,442.478,1017.699,0.000,353.982,398.230,707.965,132.743,265.487,442.478,663.717,442.478,1194.690,796.460,707.965,176.991,752.212
polatuzumab,Whole_mAb,polatuzumab.py,456,4.844,49500.308,0.544,-0.346,-0.344,1.544,614.035,175.439,482.456,526.316,350.877,1052.632,0.000,438.596,394.737,833.333,43.860,307.018,438.596,614.035,394.737,1228.070,789.474,570.175,219.298,526.316
pozelimab,Whole_mAb,pozelimab.py,454,8.463,49404.609,0.555,-0.281,-0.282,1.844,572.687,176.211,440.529,264.317,308.370,881.057,0.000,484.581,440.529,748.899,88.106,264.317,484.581,660.793,352.423,1453.744,925.110,616.740,264.317,572.687
prolgolimab,Whole_mAb,prolgolimab.py,470,8.962,50389.768,0.494,-0.235,-0.237,1.578,765.957,170.213,425.532,212.766,212.766,1319.149,42.553,297.872,297.872,723.404,127.660,382.979,382.979,638.298,510.638,978.723,765.957,893.617,340.426,510.638
pucotenlimab,Whole_mAb,pucotenlimab.py,458,8.745,49466.891,0.507,-0.329,-0.327,1.678,742.358,174.672,393.013,349.345,436.681,1179.039,0.000,349.345,480.349,698.690,218.341,436.681,480.349,611.354,393.013,1091.703,698.690,567.686,262.009,436.681
pulocimab,Whole_mAb,pulocimab.py,446,8.745,48051.278,0.525,-0.171,-0.168,1.178,762.332,179.372,538.117,179.372,448.430,986.547,0.000,448.430,448.430,672.646,179.372,269.058,358.744,582.960,403.587,1479.821,672.646,672.646,224.215,493.274
racotumomab,Whole_mAb,racotumomab.py,456,5.478,50907.658,0.610,-0.535,-0.536,1.056,438.596,175.439,570.175,394.737,350.877,877.193,43.860,438.596,526.316,789.474,87.719,307.018,263.158,701.754,350.877,1315.789,1008.772,394.737,263.158,701.754
rademikibart,Whole_mAb,rademikibart.py,448,8.769,48431.361,0.522,-0.277,-0.275,1.678,803.571,178.571,357.143,401.786,401.786,1205.357,44.643,312.500,267.857,803.571,89.286,178.571,357.143,580.357,625.000,1294.643,714.286,580.357,223.214,580.357
ramucirumab,Whole_mAb,ramucirumab.py,446,8.745,48051.278,0.525,-0.168,-0.165,1.178,762.332,179.372,538.117,179.372,448.430,986.547,0.000,493.274,448.430,627.803,179.372,269.058,358.744,582.960,403.587,1479.821,672.646,672.646,224.215,493.274
ravulizumab,Whole_mAb,ravulizumab.py,458,5.713,50109.389,0.541,-0.294,-0.292,1.311,567.686,174.672,393.013,436.681,393.013,960.699,87.336,393.013,436.681,655.022,174.672,349.345,436.681,611.354,305.677,1179.039,917.031,742.358,262.009,524.017
recaticimab,Whole_mAb,recaticimab.py,466,8.851,52586.149,0.592,-0.514,-0.512,1.467,472.103,171.674,600.858,300.429,472.103,729.614,85.837,300.429,600.858,600.858,214.592,214.592,343.348,643.777,472.103,1330.472,901.288,643.777,300.429,600.858
regdanvimab,Whole_mAb,regdanvimab.py,476,8.455,51423.138,0.542,-0.268,-0.273,2.078,420.168,168.067,504.202,210.084,210.084,1050.420,42.017,420.168,462.185,924.370,126.050,378.151,546.218,420.168,336.134,1134.454,1218.487,630.252,252.101,546.218
relatlimab,Whole_mAb,relatlimab.py,454,6.905,50197.253,0.546,-0.359,-0.359,1.678,660.793,176.211,352.423,396.476,352.423,837.004,44.053,396.476,308.370,1013.216,0.000,396.476,528.634,660.793,440.529,1321.586,792.952,396.476,352.423,572.687
remternetug,Whole_mAb,remternetug.py,458,8.471,49448.338,0.541,-0.316,-0.314,1.267,611.354,174.672,349.345,349.345,393.013,1222.707,43.668,305.677,393.013,786.026,131.004,218.341,349.345,611.354,393.013,1484.716,786.026,524.017,262.009,611.354
reslizumab,Whole_mAb,reslizumab.py,446,6.661,48455.416,0.556,-0.261,-0.259,1.489,582.960,179.372,403.587,358.744,269.058,986.547,0.000,403.587,403.587,852.018,89.686,313.901,358.744,627.803,358.744,1434.978,807.175,672.646,224.215,672.646
retifanlimab,Whole_mAb,retifanlimab.py,460,5.961,50255.578,0.543,-0.335,-0.333,1.678,608.696,173.913,347.826,565.217,434.783,869.565,130.435,304.348,521.739,608.696,173.913,173.913,521.739,608.696,304.348,1391.304,782.609,782.609,260.870,434.783
riliprubart,Whole_mAb,riliprubart.py,460,4.773,50209.008,0.557,-0.402,-0.400,1.678,695.652,173.913,695.652,478.261,304.348,913.043,86.957,565.217,565.217,565.217,43.478,173.913,478.261,608.696,260.870,1130.435,782.609,652.174,217.391,608.696
rinatabart,Whole_mAb,rinatabart.py,460,9.158,49670.893,0.535,-0.240,-0.237,1.844,826.087,173.913,347.826,260.870,347.826,1043.478,43.478,347.826,391.304,652.174,130.435,173.913,391.304,608.696,478.261,1521.739,652.174,695.652,217.391,695.652
ripertamab,Whole_mAb,ripertamab.py,454,9.117,48874.006,0.546,-0.343,-0.344,1.967,837.004,176.211,220.264,308.370,264.317,969.163,88.106,352.423,572.687,484.581,176.211,264.317,528.634,572.687,220.264,1453.744,925.110,616.740,308.370,660.793
risankizumab,Whole_mAb,risankizumab.py,454,8.852,50223.801,0.564,-0.359,-0.357,1.400,660.793,176.211,528.634,308.370,352.423,748.899,132.159,528.634,616.740,484.581,132.159,88.106,484.581,572.687,396.476,1321.586,881.057,704.846,264.317,616.740
rituximab,Whole_mAb,rituximab.py,454,9.117,48874.006,0.546,-0.343,-0.344,1.967,837.004,176.211,220.264,308.370,264.317,969.163,88.106,352.423,572.687,484.581,176.211,264.317,528.634,572.687,220.264,1453.744,925.110,616.740,308.370,660.793
rocatinlimab,Whole_mAb,rocatinlimab.py,448,8.948,48894.649,0.545,-0.263,-0.264,1.678,535.714,178.571,401.786,312.500,312.500,892.857,133.929,401.786,446.429,982.143,133.929,89.286,535.714,625.000,446.429,1250.000,1116.071,535.714,223.214,446.429
roconkibart,Whole_mAb,roconkibart.py,458,8.029,50546.041,0.546,-0.319,-0.317,1.644,436.681,174.672,436.681,305.677,393.013,1004.367,174.672,305.677,436.681,698.690,218.341,305.677,436.681,655.022,349.345,1222.707,742.358,829.694,218.341,655.022
romosozumab,Whole_mAb,romosozumab.py,460,5.445,50631.638,0.574,-0.463,-0.461,1.040,521.739,173.913,652.174,304.348,304.348,1000.000,43.478,347.826,478.261,608.696,217.391,260.870,391.304,608.696,391.304,1130.435,1000.000,652.174,217.391,695.652
rosopatamab,Whole_mAb,rosopatamab.py,444,5.386,48675.456,0.577,-0.486,-0.484,1.089,495.495,180.180,585.586,360.360,315.315,900.901,90.090,405.405,630.631,630.631,90.090,315.315,540.541,585.586,180.180,1081.081,1171.171,585.586,270.270,585.586
rovelizumab,Whole_mAb,rovelizumab.py,462,5.935,50613.804,0.558,-0.472,-0.470,1.767,649.351,173.160,476.190,476.190,389.610,952.381,43.290,303.030,519.481,649.351,216.450,259.740,476.190,649.351,389.610,1168.831,909.091,562.771,216.450,519.481
rozanolixizumab,Whole_mAb,rozanolixizumab.py,458,8.724,49829.586,0.528,-0.165,-0.163,1.533,436.681,174.672,436.681,305.677,436.681,1091.703,87.336,393.013,436.681,917.031,131.004,174.672,436.681,480.349,436.681,1310.044,873.362,698.690,174.672,567.686
sabatolimab,Whole_mAb,sabatolimab.py,458,8.690,49518.679,0.563,-0.390,-0.388,1.589,611.354,174.672,393.013,393.013,349.345,1004.367,43.668,305.677,567.686,480.349,218.341,174.672,436.681,655.022,349.345,1397.380,917.031,786.026,174.672,567.686
sacituzumab,Whole_mAb,sacituzumab.py,456,8.662,49717.052,0.539,-0.236,-0.237,1.122,701.754,175.439,526.316,175.439,482.456,964.912,43.860,394.737,614.035,614.035,87.719,131.579,394.737,701.754,219.298,1315.789,833.333,701.754,263.158,657.895
safimestomig,Whole_mAb,safimestomig.py,914,8.720,100303.046,0.558,-0.398,-0.397,1.100,656.455,175.055,459.519,350.109,371.991,962.801,65.646,393.873,547.046,612.691,175.055,284.464,437.637,612.691,393.873,1137.856,875.274,634.573,175.055,678.337
sarilumab,Whole_mAb,sarilumab.py,446,8.096,48439.508,0.525,-0.291,-0.289,1.600,717.489,179.372,493.274,358.744,448.430,1076.233,44.843,448.430,358.744,717.489,179.372,224.215,358.744,627.803,538.117,1434.978,582.960,538.117,269.058,403.587
sasanlimab,Whole_mAb,sasanlimab.py,460,8.430,51078.399,0.574,-0.420,-0.418,1.678,478.261,173.913,391.304,391.304,347.826,869.565,43.478,304.348,521.739,652.174,173.913,391.304,391.304,608.696,347.826,1260.870,956.522,739.130,304.348,652.174
satralizumab,Whole_mAb,satralizumab.py,452,5.148,49019.634,0.562,-0.315,-0.316,1.489,575.221,176.991,398.230,486.726,221.239,929.204,221.239,486.726,221.239,840.708,132.743,309.735,442.478,575.221,353.982,1460.177,884.956,530.973,221.239,530.973
satumomab,Whole_mAb,satumomab.py,442,8.006,48505.273,0.588,-0.496,-0.497,1.522,678.733,180.995,407.240,407.240,316.742,904.977,180.995,452.489,678.733,678.733,90.498,316.742,316.742,769.231,180.995,1312.217,814.480,452.489,226.244,633.484
secukinumab,Whole_mAb,secukinumab.py,470,6.950,52131.631,0.540,-0.278,-0.276,1.678,595.745,212.766,425.532,425.532,340.426,1021.277,42.553,382.979,255.319,893.617,85.106,255.319,382.979,553.191,595.745,1234.043,638.298,638.298,255.319,765.957
semzuvolimab,Whole_mAb,semzuvolimab.py,458,6.166,49444.545,0.546,-0.361,-0.359,1.811,786.026,174.672,524.017,349.345,305.677,1004.367,87.336,393.013,611.354,655.022,131.004,305.677,436.681,655.022,218.341,1091.703,829.694,655.022,174.672,611.354
seniprutug,Whole_mAb,seniprutug.py,458,8.019,50602.003,0.555,-0.379,-0.377,1.333,480.349,174.672,480.349,393.013,480.349,960.699,87.336,393.013,567.686,742.358,87.336,218.341,436.681,655.022,349.345,1179.039,917.031,611.354,262.009,524.017
serplulimab,Whole_mAb,serplulimab.py,446,8.897,48333.488,0.538,-0.238,-0.235,1.167,627.803,179.372,403.587,224.215,358.744,1121.076,89.686,493.274,448.430,627.803,134.529,224.215,358.744,582.960,358.744,1345.291,896.861,627.803,269.058,627.803
setrusumab,Whole_mAb,setrusumab.py,456,5.558,49133.533,0.557,-0.329,-0.331,1.889,614.035,175.439,570.175,263.158,263.158,1096.491,131.579,350.877,307.018,789.474,87.719,438.596,307.018,526.316,394.737,1447.368,701.754,701.754,219.298,614.035
